Horodateur,Date de l'observation,Nom de l'observateur,Zone d'observation,Zone d'observation,Ordre,Famille,Genre,Espèce,Nombre,Sexe,Lien URL de l'image,Fiche technique,Remaques
01/07/2015 22:52:05,29/06/2015,Marie-Line D09,B6,,Lépidoptères,Nymphalidae,Brintesia,Silène (Brintesia circe),1,,https://www.flickr.com/photos/marielined09/18694374124/in/dateposted/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/silene/,
01/07/2015 22:53:02,29/06/2015,Marie-Line D09,C5,,Odonates,Libellulidae,Orthetrum,Orthétrum à stylets blancs (Orthetrum albistylum),2,,https://www.flickr.com/photos/marielined09/18696293193/in/dateposted/,https://tifaeris.wordpress.com/insectes/odonates/orthetrum-a-stylets-blancs/,Couple
01/07/2015 22:56:20,29/06/2015,Marie-Line D09,C5,,Odonates,Libellulidae,Libellula,Libellule déprimée (Libellula depressa),1,Mâle,,https://tifaeris.wordpress.com/insectes/odonates/libellule-deprimee/,
01/07/2015 22:57:04,29/06/2015,Marie-Line D09,C5,,Lépidoptères,Hesperiidae,Ochlodes,Sylvaine (Ochlodes sylvanus),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/sylvaine/,
01/07/2015 22:57:27,29/06/2015,Marie-Line D09,C5,,Lépidoptères,Pieridae,-,-,1,,,-,
01/07/2015 22:59:13,29/06/2015,Marie-Line D09,D10,,Odonates,Gomphidae,Onychogomphus,Onychogomphe à pinces (Onychogomphus forcipatus),1,Mâle,https://www.flickr.com/photos/marielined09/19287707005/in/dateposted/,-,
30/06/2015 23:58:01,27/06/2015,Tifaeris,C9,,Coléoptères,Oedemeridae,Oedemera,Oedémère noble (Oedemera nobilis),10aines,,https://tifaeris.files.wordpress.com/2013/05/oedc3a9mc3a8re-noble12.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/oedemere-noble/,
30/06/2015 23:59:21,27/06/2015,Tifaeris,C9,,Hémiptères,Alydidae,Camptopus,Camptope des genêts (Camptopus lateralis),1,,https://tifaeris.files.wordpress.com/2013/07/camptope-des-genc3aats-21.jpg?w=1024,https://tifaeris.wordpress.com/insectes/hemipteres/camptote-des-genets/,
01/07/2015 00:02:00,27/06/2015,Tifaeris,C9,,Coléoptères,Cerambycidae,Agapanthia,Agapanthie des chardons (Agapanthia cardui)/Agapanthia suturalis,1,,https://tifaeris.files.wordpress.com/2013/05/agapanthia-cardui-suturalis1.jpg?w=1024,https://tifaeris.wordpress.com/insectes/coleopteres/agapanthie-des-chardons/,
27/05/2015 00:05:14,26/05/2015,Tifaeris,C6,,Coléoptères,Cerambycidae,Agapanthia,Agapanthie des chardons (Agapanthia cardui)/Agapanthia suturalis,1,,,https://tifaeris.wordpress.com/insectes/coleopteres/agapanthie-des-chardons/,Sur marguerites
27/05/2014 22:51:11,17/05/2014,Tifaeris,F27,,Coléoptères,Cerambycidae,Agapanthia,Agapanthia cardui/suturalis,1,,http://tifaeris.files.wordpress.com/2013/05/agapanthia-cardui-suturalis-4.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/agapanthie-des-chardons/,
01/07/2015 00:03:12,27/06/2015,Tifaeris,C9,,Diptères,Syrphidae,Episyrphus,Syrphe ceinturé (Episyrphus balteatus),1,Femelle,https://tifaeris.files.wordpress.com/2013/06/syrphe-ceinturc3a93.jpg?w=1024,https://tifaeris.wordpress.com/insectes/dipteres/syrphe-ceinture/,
01/07/2015 00:03:53,27/06/2015,Tifaeris,C9,,Coléoptères,Cantharidae,Rhagonycha,Téléphore fauve (Rhagonycha fulva),10aines,,,https://tifaeris.wordpress.com/insectes/coleopteres/telephore-fauve/,
01/07/2015 00:05:18,27/06/2015,Tifaeris,C9,,Araignées,Araneidae,Argiope,Argiope frelon (Argiope bruennichi),20aines,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/argiope-frelon/,Immatures
01/07/2015 00:06:37,27/06/2015,Tifaeris,C9,,Hémiptères,Pentatomidae,Piezodorus,Punaise des genêts (Piezodorus lituratus),1,,https://tifaeris.files.wordpress.com/2014/05/punaise-des-genc3aats-21.jpg?w=1024,https://tifaeris.wordpress.com/insectes/hemipteres/punaise-des-genets/,
01/07/2015 00:07:52,27/06/2015,Tifaeris,C9,,Coléoptères,Chrysomelidae,Oulema,-,1,,,https://tifaeris.wordpress.com/insectes/coleopteres/oulema-melanopuso-rufocyaneao-duftschmidi/,
01/07/2015 00:09:11,27/06/2015,Tifaeris,C9,,Lépidoptères,Hesperiidae,Ochlodes,Sylvaine (Ochlodes sylvanus),1,Mâle,https://tifaeris.files.wordpress.com/2013/07/sylvaine-21.jpg?w=1024,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/sylvaine/,
01/07/2015 00:10:25,27/06/2015,Tifaeris,C9,,Araignées,Thomisidae,Synema,Thomise globuleuse (Synema globosum),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-globuleuse/,
01/07/2015 00:12:20,27/06/2015,Tifaeris,H23,,Hyménoptères,Tenthredinidae,Selandria,Selandria serva,1,,https://tifaeris.files.wordpress.com/2014/06/selandria-serva1.jpg?w=1024,https://tifaeris.wordpress.com/insectes/hymenopteres/selandria-serva/,
01/07/2015 00:15:14,27/06/2015,Tifaeris,H23,,Coléoptères,Oedemeridae,Oedemera,Oedémère noble (Oedemera nobilis),10aines,,https://tifaeris.files.wordpress.com/2013/05/oedc3a9mc3a8re-noble-23.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/oedemere-noble/,
01/07/2015 00:16:34,27/06/2015,Tifaeris,H23,,Diptères,Syrphidae,Sphaerophoria,-,10aines,,https://tifaeris.files.wordpress.com/2013/07/sphaerophoria-sp2.jpg?w=1024,https://tifaeris.wordpress.com/insectes/dipteres/sphaerophoria-genre/,Accouplement
01/07/2015 00:18:12,27/06/2015,Tifaeris,H23,,Coléoptères,Coccinellidae,Propylea,Coccinelle à damier (Propylea quatuordecimpunctata),1,,https://tifaeris.files.wordpress.com/2013/05/coccinelle-c3a0-damier2.jpg?w=1024,https://tifaeris.wordpress.com/insectes/coleopteres/coccinelle-a-damier/,
01/07/2015 00:19:53,27/06/2015,Tifaeris,H23,,Lépidoptères,Sesiidae,Pyropteron,Sésie de l’oseille (Pyropteron chrysidiformis),1,,https://tifaeris.files.wordpress.com/2013/07/sc3a9sie-de-loseille2.jpg?w=681,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/sesie-de-loseille/,
01/07/2015 00:20:26,27/06/2015,Tifaeris,H23,,Araignées,Thomisidae,Synema,Thomise globuleuse (Synema globosum),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-globuleuse/,
01/07/2015 00:21:02,27/06/2015,Tifaeris,H23,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,Gardant son cocon
01/07/2015 00:22:00,27/06/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Euclidia,Doublure jaune (Euclidia glyphica),1,,https://tifaeris.files.wordpress.com/2013/06/doublure-jaune5.jpg?w=1024,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/doublure-jaune/,
01/07/2015 00:23:26,27/06/2015,Tifaeris,H23,,Lépidoptères,Lycaenidae,Lycaena,Cuivré commun (Lycaena phlaeas),2,,https://tifaeris.files.wordpress.com/2013/06/cuivrc3a9-commun6.jpg?w=1024,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/cuivre-commun/,
27/05/2014 23:10:07,17/05/2014,Tifaeris,C6,,Coléoptères,Cerambycidae,Agapanthia,Agapanthie à pilosité verdâtre (Agapanthia villosoviridescens),1,,http://tifaeris.files.wordpress.com/2014/05/agapanthie-c3a0-pilositc3a9-verdc3a2tre.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/agapanthie-a-pilosite-verdatre/,
01/07/2015 00:26:17,27/06/2015,Tifaeris,H23,,Lépidoptères,Nymphalidae,Melanargia,Demi-deuil (Melanargia galathea),2,,https://tifaeris.files.wordpress.com/2013/06/demi-deuil4.jpg?w=1024,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/demi-deuil/,
01/07/2015 00:27:26,27/06/2015,Tifaeris,H23,,Hémiptères,Coreidae,Syromastus,Syromastus rhombeus,1,,https://tifaeris.files.wordpress.com/2015/04/syromastus-rhombeus1.jpg?w=1024,https://tifaeris.wordpress.com/insectes/hemipteres/syromastus-rhombeus/,
01/07/2015 00:29:30,27/06/2015,Tifaeris,H23,,Odonates,Coenagrionidae,Ceriagrion,Agrion délicat (Ceriagrion tenellum),6,,https://tifaeris.files.wordpress.com/2013/07/agrion-dc3a9licat1.jpg?w=681,https://tifaeris.wordpress.com/insectes/odonates/agrion-delicat/,2 tandems
01/07/2015 00:31:13,27/06/2015,Tifaeris,H23,,Odonates,Libellulidae,Orthetrum,Orthétrum à stylets blancs (Orthetrum albistylum),1,Mâle,https://tifaeris.files.wordpress.com/2013/07/orthc3a9trum-c3a0-stylets-blancs2.jpg?w=1024,https://tifaeris.wordpress.com/insectes/odonates/orthetrum-a-stylets-blancs/,
01/07/2015 00:32:59,27/06/2015,Tifaeris,H23,,Hémiptères,Hydrometridae,Hydrometra,Hydromètre des étangs (Hydrometra stagnorum),2,,https://www.flickr.com/photos/christophe-ramos/18682907014/in/dateposted/,-,
01/07/2015 00:34:36,27/06/2015,Tifaeris,C19,,Odonates,Libellulidae,Orthetrum,Orthétrum brun (Orthetrum brunneum),1,Mâle,https://tifaeris.files.wordpress.com/2015/06/orthc3a9trum-brun-6.jpg,https://tifaeris.wordpress.com/insectes/odonates/orthetrum-brun-orthetrum-brunneum/,
01/07/2015 00:35:58,27/06/2015,Tifaeris,D19,,Araignées,Salticidae,Salticus,-,1,,https://tifaeris.files.wordpress.com/2015/04/salticus2.jpg?w=1400&h=,https://tifaeris.wordpress.com/arachnides-2/arachnides/salticus-genre/,
01/07/2015 00:39:13,27/06/2015,Tifaeris,D19,,Odonates,Coenagrionidae,Ischnura,Ischnure naine (Ischnura pumilio),1,Mâle,https://tifaeris.files.wordpress.com/2014/09/ichnure-naine-2.jpg,https://tifaeris.wordpress.com/insectes/odonates/ischnure-naine/,
01/07/2015 00:41:18,27/06/2015,Tifaeris,D19,,Lépidoptères,Lygaeidae,Cupido,Azuré de la faucille (Cupido alcetas),1,,https://tifaeris.files.wordpress.com/2014/05/azurc3a9-de-la-faucille2.jpg?w=1024,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/azure-de-la-faucille/,
05/07/2015 22:29:28,27/06/2015,Christophe Ramos,H23,,Lépidoptères,Lycaenidae,Celastrina,Azuré des nerpruns  (Celastrina argiolus),1,Femelle,https://www.flickr.com/photos/christophe-ramos/19361096436/in/dateposted/,-,Ponte
29/06/2015 22:29:14,24/06/2015,Marie-Line D09,G9,,Odonates,Calopterygidae,Calopteryx,-,Plusieurs,,https://www.flickr.com/photos/marielined09/19040779048/in/dateposted/,-,
29/06/2015 22:31:18,24/06/2015,Marie-Line D09,G12,,Odonates,Libellulidae,Sympetrum,Sympétrum de Fonsolombe (Sympetrum fonscolombii),1,Mâle,https://www.flickr.com/photos/marielined09/19122840256/in/dateposted/,https://tifaeris.wordpress.com/insectes/odonates/sympetrum-de-fonscolombe/,
29/06/2015 22:33:49,24/06/2015,Marie-Line D09,G12,,Odonates,Libellulidae,Orthetrum,Orthétrum bleuissant (Orthetrum coerulescens),1,,https://www.flickr.com/photos/marielined09/18362091183/in/dateposted/,https://tifaeris.wordpress.com/insectes/odonates/orthetrum-bleuissant/,
29/06/2015 22:34:56,24/06/2015,Marie-Line D09,G12,,Odonates,Libellulidae,Orthetrum,Orthétrum brun (Orthetrum brunneum),1,,https://www.flickr.com/photos/marielined09/19176102281/in/dateposted/,,
29/06/2015 22:36:21,24/06/2015,Marie-Line D09,G12,,Odonates,Libellulidae,Orthetrum,Orthétrum à stylets blancs (Orthetrum albistylum),1,,https://www.flickr.com/photos/marielined09/19145769696/in/dateposted/,https://tifaeris.wordpress.com/insectes/odonates/orthetrum-a-stylets-blancs/,
29/06/2015 22:38:25,24/06/2015,Marie-Line D09,G12,,Odonates,Libellulidae,Orthetrum,Orthétrum à stylets blancs (Orthetrum albistylum),1,,https://www.flickr.com/photos/marielined09/19145769696/in/dateposted/,https://tifaeris.wordpress.com/insectes/odonates/orthetrum-a-stylets-blancs/,
29/06/2015 22:43:45,24/06/2015,Marie-Line D09,F12,,Phasmes,-,-,-,1,,https://www.flickr.com/photos/marielined09/18526471694/in/dateposted/,https://tifaeris.wordpress.com/insectes/phasmes/,
29/06/2015 22:45:41,22/06/2015,Régis B 31,G10,,Odonates,Libellulidae,Orthetrum,Orthétrum brun (Orthetrum brunneum),1,,https://www.flickr.com/photos/34489588@N08/19120044365/in/dateposted/,-,
23/06/2015 23:37:01,21/06/2015,Tifaeris,B6,,Lépidoptères,Nymphalidae,Melanargia,Demi-deuil (Melanargia galathea),3,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/demi-deuil/,
23/06/2015 23:38:53,21/06/2015,Tifaeris,B6,,Odonates,Platycnemididae,Platycnemis,Pennipatte bleuâtre(Platycnemis pennipes),1,Mâle,https://tifaeris.files.wordpress.com/2013/07/pennipatte-bleuc3a2tre6.jpg?w=681,https://tifaeris.wordpress.com/insectes/odonates/pennipatte-bleuatre/,
23/06/2015 23:40:22,21/06/2015,Tifaeris,B6,,Odonates,Calopterygidae,Calopteryx,Caloptéryx hémorroïdal (Calopteryx haemorrhoidalis),3,,https://tifaeris.files.wordpress.com/2014/06/caloptc3a9ryx-hc3a9morroc3afdal1.jpg,https://tifaeris.wordpress.com/insectes/odonates/calopteryx-hemorroidal/,
23/06/2015 23:41:32,21/06/2015,Tifaeris,B6,,Diptères,Anthomyiidae,Anthomyia,-,3,,,https://tifaeris.wordpress.com/insectes/dipteres/anthomyia-sp/,
23/06/2015 23:42:52,21/06/2015,Tifaeris,B6,,Diptères,Syrphidae,Episyrphus,Syrphe ceinturé (Episyrphus balteatus),3,,https://tifaeris.files.wordpress.com/2013/06/syrphe-ceinturc3a9-4.jpg?w=1400&h=,https://tifaeris.wordpress.com/insectes/dipteres/syrphe-ceinture/,
23/06/2015 23:44:19,21/06/2015,Tifaeris,B6,,Hémiptères,Pyrrhocoridae,Pyrrhocoris,Gendarme (Pyrrhocoris apterus),1,,https://tifaeris.files.wordpress.com/2013/06/gendarme1.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/gendarme/,Forme macroptère
14/04/2015 23:35:23,12/04/2015,Djokkos,F27,,Coléoptères,Cerambycidae,Morimus,Morime rugueux (Morimus asper),1,,https://www.flickr.com/photos/113708506@N06/16514419533/,https://tifaeris.wordpress.com/insectes/coleopteres/morime-rugueux/,
23/06/2015 23:47:36,21/06/2015,Tifaeris,B6,,Araignées,Oxyopidae,Oxyopes,Oxyopes lineatus,1,Mâle,https://tifaeris.files.wordpress.com/2013/06/oxyopes-lineatus3.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/oxyopes-lineatus/,
23/06/2015 23:49:24,21/06/2015,Tifaeris,C9,,Coléoptères,Cantharidae,Rhagonycha,Téléphore fauve (Rhagonycha fulva),4,,https://tifaeris.files.wordpress.com/2013/06/tc3a9lc3a9phore-fauve4.jpg?w=700&h=,https://tifaeris.wordpress.com/insectes/coleopteres/telephore-fauve/,
23/06/2015 23:51:01,21/06/2015,Tifaeris,C9,,Coléoptères,Oedemeridae,Oedemera,Oedémère ochracé (Oedemera podagrariae),1,Mâle,https://tifaeris.files.wordpress.com/2013/06/oedc3a9mc3a8re-ochracc3a9-31.jpg?w=1024,https://tifaeris.wordpress.com/insectes/coleopteres/oedemere-ochrace/,
23/06/2015 23:52:37,21/06/2015,Tifaeris,C9,,Araignées,Thomisidae,Synema,Thomise globuleuse (Synema globosum),3,,https://tifaeris.files.wordpress.com/2013/05/thomise-globuleuse3.jpg?w=1400&h=,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-globuleuse/,
23/06/2015 23:23:40,14/06/2015,Marie-Line D09,E6,,Lépidoptères,Nymphalidae,Aglais,Paon du jour (Aglais io),2,,https://www.flickr.com/photos/marielined09/18208784073/in/dateposted/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/paon-du-jour/,
23/06/2015 23:25:33,14/06/2015,Marie-Line D09,E7,,Lépidoptères,Nymphalidae,Melanargia,Demi-deuil (Melanargia galathea),3,,https://www.flickr.com/photos/marielined09/18827320666/in/dateposted/,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/demi-deuil/,
23/06/2015 23:28:47,14/06/2015,Marie-Line D09,B9,,Odonates,Calopterygidae,Calopteryx,Caloptéryx vierge (Calopteryx virgo),4,3 femelles 1 mâle,https://www.flickr.com/photos/marielined09/18641729610/in/dateposted/,https://tifaeris.wordpress.com/insectes/odonates/calopteryx-vierge-calopteryx-virgo/,
23/06/2015 23:30:27,14/06/2015,Marie-Line D09,D6,,Odonates,Coenagrionidae,Coenagrion,Agrion jouvencelle (Coenagrion puella),2,,https://www.flickr.com/photos/marielined09/18699291639/in/dateposted/,https://tifaeris.wordpress.com/insectes/odonates/agrion-jouvencelle/,Accouplement
23/06/2015 23:33:20,14/06/2015,Marie-Line D09,D6,,Lépidoptères,Nymphalidae,Maniola,Myrtil (Maniola jurtina),3,,https://www.flickr.com/photos/marielined09/18885445355/in/dateposted/,-,
08/06/2015 21:45:02,07/06/2015,Tifaeris,C5,,Odonates,Libellulidae,Orthetrum,Orthétrum à stylets blancs (Orthetrum albistylum),1,Mâle,https://tifaeris.files.wordpress.com/2013/07/orthc3a9trum-c3a0-stylets-blancs1.jpg,https://tifaeris.wordpress.com/insectes/odonates/orthetrum-a-stylets-blancs/,
08/06/2015 21:46:42,07/06/2015,Tifaeris,B9,,Odonates,Calopterygidae,Calopteryx,Calopteryx vierge (Calopteryx virgo),2,,,-,
08/06/2015 21:47:30,07/06/2015,Tifaeris,B9,,Odonates,Calopterygidae,Calopteryx,Caloptéryx hémorroïdal (Calopteryx haemorrhoidalis),5,,,https://tifaeris.wordpress.com/insectes/odonates/calopteryx-hemorroidal/,
23/06/2015 23:36:14,07/06/2015,mamnic47,F12,,Odonates,Libellulidae,Sympetrum,Sympétrum sanguin (Sympetrum sanguineum),2,,https://www.flickr.com/photos/mamnic47/18943966435/in/dateposted/,-,Accouplement
08/06/2015 21:22:18,06/06/2015,Tifaeris,H24,,Odonates,Coenagrionidae,Coenagrion,Agrion jouvencelle (Coenagrion puella),6,,https://tifaeris.files.wordpress.com/2013/05/agrion-jouvencelle2.jpg,https://tifaeris.wordpress.com/insectes/odonates/agrion-jouvencelle/,3 tandems en ponte
08/06/2015 21:27:16,06/06/2015,Tifaeris,H24,,Araignées,Araneidae,Larinioides,Larinioides cornutus/suspicax/folium,1,,https://tifaeris.files.wordpress.com/2014/04/epeire-des-roseaux-21.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-des-roseaux/,
08/06/2015 21:29:06,06/06/2015,Tifaeris,H24,,Odonates,Coenagrionidae,Ceriagrion,Agrion délicat (Ceriagrion tenellum),2,,,https://tifaeris.wordpress.com/insectes/odonates/agrion-delicat/,
08/06/2015 21:30:36,06/06/2015,Tifaeris,H24,,Coléoptères,Oedemeridae,Oedemera,Oedémère noble (Oedemera nobilis),10aines,,https://tifaeris.files.wordpress.com/2013/05/oedc3a9mc3a8re-noble10.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/oedemere-noble/,Sur fleurs
08/06/2015 21:32:03,06/06/2015,Tifaeris,H24,,Lépidoptères,Zygaenidae,Zygaena,Zygène de la filipendule (Zygaena filipendulae),2,,https://tifaeris.files.wordpress.com/2015/06/zygc3a8ne-de-la-filipendule1.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/zygene-de-la-filipendule-zygaena-filipendulae/,
08/06/2015 21:33:54,06/06/2015,Tifaeris,H24,,Hémiptères,Alydidae,Camptopus,Camptope des genêts (Camptopus lateralis),1,,,https://tifaeris.wordpress.com/insectes/hemipteres/camptote-des-genets/,
08/06/2015 21:35:00,06/06/2015,Tifaeris,H24,,Hémiptères,Scutelleridae,Eurygaster,-,1,,https://tifaeris.files.wordpress.com/2013/09/eurygaster3.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/eurygaster/,
08/06/2015 21:36:06,06/06/2015,Tifaeris,H24,,Lépidoptères,Nymphalidae,Melitaea,Mélitée des scabieuses (Melitaea parthenoides),1,,https://tifaeris.files.wordpress.com/2013/05/mc3a9litc3a9e-des-scabieuses4.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-des-scabieuses/,
08/06/2015 21:38:14,06/06/2015,Tifaeris,H24,,Hémiptères,Rheduviidae,Phymata,Punaise-guitare (Phymata crassipes),1,,https://tifaeris.files.wordpress.com/2013/05/punaise-guitare-21.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/punaise-guitare/,
08/06/2015 21:39:10,06/06/2015,Tifaeris,H24,,Lépidoptères,Zygaenidae,Adscita,-,1,,https://tifaeris.files.wordpress.com/2013/05/adscita.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/turquoise-adscita-jordanita/,
08/06/2015 21:41:06,06/06/2015,Tifaeris,H24,,Lépidoptères,Zygaenidae,Zygaena,Zygène du trèfle (Zygaena trifolii),2,,https://tifaeris.files.wordpress.com/2015/05/zygc3a8ne-du-trc3a8fle2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/zygene-du-trefle-zygaena-trifolii/,Accouplement
12/06/2015 21:40:58,06/06/2015,Tifaeris,H23,,Coléoptères,Hydrophilidae,Hydrochara,Petit hydropohile (Hydrochara caraboides),1,,https://tifaeris.files.wordpress.com/2015/06/petit-hydrophile.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/petit-hydrophile-hydrochara-caraboides/,De nuit
12/06/2015 21:42:01,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Scopula,Acidalie tesselée (Scopula tesselaria),1,,https://tifaeris.files.wordpress.com/2015/06/acidalie-tesselc3a9e.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/acidalie-tesselee-scopula-tesselaria/,De nuit
12/06/2015 21:42:55,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Aspitates,Aspilate jaunâtre (Aspitates gilvaria),2,,https://tifaeris.files.wordpress.com/2015/06/aspilate-jaunc3a2tre_.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/aspilate-jaunatre-aspitates-gilvaria/,De nuit
12/06/2015 21:44:08,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Chloroclystis,Eupithécie couronnée (Chloroclystis v-ata),1,,https://tifaeris.files.wordpress.com/2015/04/eupithc3a9cie-couronnc3a9e-21.jpg?w=1400&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/eupithecie-couronnee-chloroclystis-v-ata/,De nuit
12/06/2015 21:44:58,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Chiasmia,Géomètre à barreaux ou Réseau (Chiasmia clathrata),1,,https://tifaeris.files.wordpress.com/2014/04/gc3a9omc3a8tre-c3a0-barreaux3.jpg?w=1400&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/geometre-a-barreaux/,De nuit
12/06/2015 21:46:15,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Lomaspilis,Marginée (Lomaspilis marginata),1,,https://tifaeris.files.wordpress.com/2013/08/marginc3a9e1.jpg?w=1400&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/marginee/,De nuit
12/06/2015 21:47:23,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Angerona,Angéronie du prunier (Angerona prunaria),1,Femelle,https://tifaeris.files.wordpress.com/2015/06/phalc3a8ne-du-prunier.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/angeronie-du-prunier-angerona-prunaria/,De nuit
12/06/2015 21:48:35,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Stegania,Stéganies du peuplier (Stegania trimaculata),2,,https://tifaeris.files.wordpress.com/2013/09/stc3a9ganie-du-peuplier-21.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/steganie-du-peuplier/,De nuit
